Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,NRMR_Code,NRMR name
4203958,Fruit and nuts - Stone fruit - Apricots,16512.97,**,14732.58,**,101,Central Tablelands
4203958,Fruit and nuts - Stone fruit - Apricots,14084.23,**,12565.7,**,103,Greater Sydney
4203958,Fruit and nuts - Stone fruit - Apricots,604309.92,,539154.65,,105,Murray
4203958,Fruit and nuts - Stone fruit - Apricots,27893.64,*,24886.21,*,110,Riverina
4203958,Fruit and nuts - Stone fruit - Apricots,13306.6,**,12606.29,**,201,Corangamite
4203958,Fruit and nuts - Stone fruit - Apricots,450.59,*,426.88,*,202,East Gippsland
4203958,Fruit and nuts - Stone fruit - Apricots,4286196.02,^,4060619.15,^,204,Goulburn Broken
4203958,Fruit and nuts - Stone fruit - Apricots,89569.82,*,84855.88,*,205,Mallee
4203958,Fruit and nuts - Stone fruit - Apricots,1040757.38,^,985983.68,^,206,North Central
4203958,Fruit and nuts - Stone fruit - Apricots,32543.23,**,30830.52,**,208,Port Phillip and Western Port
4203958,Fruit and nuts - Stone fruit - Apricots,183837.47,^,155468.31,^,309,Queensland Murray Darling Basin
4203958,Fruit and nuts - Stone fruit - Apricots,20054.36,*,17145.8,*,401,Adelaide and Mount Lofty Ranges
4203958,Fruit and nuts - Stone fruit - Apricots,24889.35,,21279.56,,405,Northern and Yorke
4203958,Fruit and nuts - Stone fruit - Apricots,3810790.67,*,3258098,*,407,South Australian Murray Darling Basin
4203958,Fruit and nuts - Stone fruit - Apricots,26489.1,,22161.44,,501,Northern Agricultural
4203958,Fruit and nuts - Stone fruit - Apricots,141328.09,*,118238.58,*,503,Perth
4203958,Fruit and nuts - Stone fruit - Apricots,99756.2,^,83458.51,^,506,South West
4203958,Fruit and nuts - Stone fruit - Apricots,3826786.85,,3213978.73,,603,South
