Data item code,Data item description,Estimate,Estimate - Relative Standard Errors,Number of agricultural businesses,Number of agricultural businesses - Relative Standard Errors,NRMR_Code,NRMR name
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"117,680",,677,0,101,Central Tablelands
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"1,421,761",0,,0,102,Central West
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),94,,5,,103,Greater Sydney
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"15,360",,110,,104,Hunter
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"738,729",0,,0,105,Murray
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"18,478",,315,,106,North Coast
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"1,569,140",0,,0,108,North West NSW
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"70,113",,216,,109,Northern Tablelands
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"47,789",,276,,111,South East NSW
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"244,265",,139,,112,Western
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"148,402",,447,,201,Corangamite
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"3,330",,24,,202,East Gippsland
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"193,088",,576,,203,Glenelg Hopkins
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"149,661",,566,,204,Goulburn Broken
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"1,089,445",0,637,0,205,Mallee
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"681,113",0,,0,206,North Central
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"18,915",,92,,207,North East
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"20,389",,67,,208,Port Phillip and Western Port
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"11,927",,47,,209,West Gippsland
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"686,185",0,,0,210,Wimmera
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"75,575",,619,,301,Burnett Mary
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),492,,2,,302,Cape York
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"494,593",0,,0,303,Condamine
LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"1,543",,3,,304,Cooperative Management Area
