Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,SA4,SA4 name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
1500858,Broadacre crops - Cereal crops - Oats for grain,4608611.57,^,4133615.85,^,Broadacre crops,Oats for grain,101,Capital Region,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,44086137.53,^,39542312.03,^,Broadacre crops,Oats for grain,103,Central West,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,20581.07,,18459.84,,Broadacre crops,Oats for grain,104,Coffs Harbour - Grafton,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,22687704.64,^,20349351.22,^,Broadacre crops,Oats for grain,105,Far West and Orana,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,1683842.66,**,1510294.06,**,Broadacre crops,Oats for grain,106,Hunter Valley excluding Newcastle,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,18533439.52,^,16623253.69,^,Broadacre crops,Oats for grain,109,Murray,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,11270978.36,^,10109312.55,^,Broadacre crops,Oats for grain,110,New England and North West,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,29911554.78,,26828660.87,,Broadacre crops,Oats for grain,113,Riverina,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,40202.11,,36058.6,,Broadacre crops,Oats for grain,122,Sydney - Northern Beaches,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,16792369.86,^,15233309.66,^,Broadacre crops,Oats for grain,201,Ballarat,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,19160870.38,*,17381910.6,*,Broadacre crops,Oats for grain,202,Bendigo,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,3066414.27,*,2781718.04,*,Broadacre crops,Oats for grain,203,Geelong,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,2180579.43,*,1978127.09,*,Broadacre crops,Oats for grain,204,Hume,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,187741.17,,170310.65,,Broadacre crops,Oats for grain,205,Latrobe - Gippsland,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,70247549.13,^,63725529.93,^,Broadacre crops,Oats for grain,215,North West,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,10233990.93,*,9283832.73,*,Broadacre crops,Oats for grain,216,Shepparton,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,11332356.54,^,10280222.37,^,Broadacre crops,Oats for grain,217,Warrnambool and South West,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,16082096.05,*,14300058.11,*,Broadacre crops,Oats for grain,307,Darling Downs - Maranoa,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,42045.99,**,37386.93,**,Broadacre crops,Oats for grain,308,Central Queensland,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,2604.4,*,2315.81,*,Broadacre crops,Oats for grain,310,Ipswich,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,7344.97,^,6531.08,^,Broadacre crops,Oats for grain,312,Mackay - Isaac - Whitsunday,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,18112.96,^,16105.88,^,Broadacre crops,Oats for grain,315,Queensland - Outback,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,22574.33,**,20072.89,**,Broadacre crops,Oats for grain,317,Toowoomba,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,43079.47,,38305.89,,Broadacre crops,Oats for grain,319,Wide Bay,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,52015.33,**,48695.91,**,Broadacre crops,Oats for grain,402,Adelaide - North,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,15667780.04,^,14667920.97,^,Broadacre crops,Oats for grain,405,Barossa - Yorke - Mid North,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,13327919.82,^,12477381.87,^,Broadacre crops,Oats for grain,406,South Australia - Outback,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,17958545.51,^,16812498.37,^,Broadacre crops,Oats for grain,407,South Australia - South East,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,2801542.5,*,2551473.86,*,Broadacre crops,Oats for grain,501,Bunbury,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,206981201.3,,188505841.2,,Broadacre crops,Oats for grain,509,Western Australia - Wheat Belt,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,18753.45,,17079.49,,Broadacre crops,Oats for grain,510,Western Australia - Outback (North),,,
1500858,Broadacre crops - Cereal crops - Oats for grain,6722739.58,^,6122660.76,^,Broadacre crops,Oats for grain,511,Western Australia - Outback (South),,,
1500858,Broadacre crops - Cereal crops - Oats for grain,86539.1,*,86491.93,*,Broadacre crops,Oats for grain,601,Hobart,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,824405.89,^,823956.55,^,Broadacre crops,Oats for grain,602,Launceston and North East,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,490718.84,^,490451.37,^,Broadacre crops,Oats for grain,603,South East,,,
1500858,Broadacre crops - Cereal crops - Oats for grain,45965.09,*,45940.04,*,Broadacre crops,Oats for grain,604,West and North West,,,
